Order_ID,Date,City,Vehicle_Type,Condition,Distance_km,Estimated_Time_min,Actual_Time_min,Delivery_Cost,Customer_Rating,Delay,Delivery_Status,Month,Weekday
ORD14179,31-10-2025,Bangalore,Bicycle,Rain,1.5,16,15,15,5,-1,Early,10,Friday
ORD14180,11-09-2025,Mumbai,Petrol Bike,Rain,7.5,40,48,75,4,8,Late,9,Thursday
ORD14181,11-09-2025,Mumbai,Bicycle,Rain,6.2,34,38,62,5,4,Late,9,Thursday
ORD14182,26-11-2025,Bangalore,Bicycle,Traffic,2.6,20,22,26,2.836847947,2,Late,11,Wednesday
ORD14183,26-11-2025,Bangalore,Ev Scooter,Traffic,10.5,52,82,155,1,30,Late,11,Wednesday
ORD14184,26-11-2025,Mumbai,Ev Scooter,Traffic,9.5,48,74,145,1,26,Late,11,Wednesday
ORD14185,26-11-2025,Bangalore,Bicycle,Traffic,9.7,48,77,147,2,29,Late,11,Wednesday
ORD14186,09-11-2025,Mumbai,Ev Scooter,Rain,1.9,17,61,69,2,44,Late,11,Sunday
ORD14187,09-11-2025,Delhi,Bicycle,Traffic,10.7,52,82,157,1,30,Late,11,Sunday
ORD14188,09-11-2025,Bangalore,Petrol Bike,Rain,5.6,32,27,56,5,-5,Early,11,Sunday
ORD14189,09-11-2025,Bangalore,Ev Scooter,Rain,9.4,47,81,144,2,34,Late,11,Sunday
ORD14190,09-11-2025,Mumbai,Petrol Bike,Clear,4.6,28,34,46,5,6,Late,11,Sunday
ORD14191,15-09-2025,Bangalore,Bicycle,Rain,3.2,22,22,32,4,0,On-Time,9,Monday
ORD14192,15-09-2025,Delhi,Petrol Bike,Rain,14.1,66,92,191,2,26,Late,9,Monday
ORD14193,15-09-2025,Mumbai,Petrol Bike,Rain,3,22,25,30,4,3,Late,9,Monday
ORD14194,06-01-2026,Mumbai,Ev Scooter,Traffic,6.2,34,35,62,5,1,Late,1,Tuesday
ORD14195,06-01-2026,Delhi,Ev Scooter,Traffic,10.3,51,76,153,2,25,Late,1,Tuesday
ORD14196,06-01-2026,Delhi,Petrol Bike,Rain,8.3,43,68,133,2,25,Late,1,Tuesday
ORD14197,05-02-2026,Bangalore,Ev Scooter,Rain,13.6,64,106,186,1,42,Late,2,Thursday
ORD14198,05-02-2026,Mumbai,Petrol Bike,Rain,5.4,31,30,54,5,-1,Early,2,Thursday
ORD14199,04-12-2025,Delhi,Bicycle,Traffic,9.9,49,78,149,1,29,Late,12,Thursday
ORD14200,04-12-2025,Delhi,Ev Scooter,Clear,14.5,68,97,195,2.836847947,29,Late,12,Thursday
ORD14201,28-01-2026,Delhi,Bicycle,Rain,11.7,56,74,167,2,18,Late,1,Wednesday
ORD14202,29-10-2025,Delhi,Petrol Bike,Clear,6.1,34,30,61,4,-4,Early,10,Wednesday
ORD14203,23-01-2026,Bangalore,Bicycle,Rain,12.5,60,77,175,2.836847947,17,Late,1,Friday
ORD14204,01-12-2025,Delhi,Bicycle,Clear,5.3,31,34,53,5,3,Late,12,Monday
ORD14205,01-12-2025,Bangalore,Petrol Bike,Rain,4.4,27,28,44,5,1,Late,12,Monday
ORD14206,01-12-2025,Mumbai,Petrol Bike,Rain,2.9,21,28,29,4,7,Late,12,Monday
ORD14207,01-12-2025,Bangalore,Bicycle,Traffic,5.8,33,29,58,4,-4,Early,12,Monday
ORD14208,15-11-2025,Bangalore,Ev Scooter,Traffic,7.9,58,85,171,2,27,Late,11,Saturday
ORD14209,15-11-2025,Mumbai,Ev Scooter,Rain,14,66,89,190,1,23,Late,11,Saturday
ORD14210,14-02-2026,Delhi,Bicycle,Clear,14.4,67,96,194,1,29,Late,2,Saturday
ORD14211,15-01-2026,Delhi,Petrol Bike,Clear,13.4,63,84,184,1,21,Late,1,Thursday
ORD14212,15-01-2026,Bangalore,Bicycle,Clear,10.3,51,66,103,4,15,Late,1,Thursday
ORD14213,15-01-2026,Mumbai,Bicycle,Traffic,13.7,64,83,187,2,19,Late,1,Thursday
ORD14214,15-01-2026,Mumbai,Petrol Bike,Rain,10.2,50,67,152,2,17,Late,1,Thursday
ORD14215,25-02-2026,Mumbai,Ev Scooter,Traffic,3.3,23,18,33,5,-5,Early,2,Wednesday
ORD14216,28-10-2025,Delhi,Petrol Bike,Clear,4.7,28,23,47,4,-5,Early,10,Tuesday
ORD14217,28-10-2025,Bangalore,Bicycle,Traffic,9.6,48,73,146,2.836847947,25,Late,10,Tuesday
ORD14218,02-01-2026,Bangalore,Bicycle,Rain,7.2,38,43,72,5,5,Late,1,Friday
ORD14219,02-01-2026,Mumbai,Petrol Bike,Traffic,8.3,43,63,133,2,20,Late,1,Friday
ORD14220,07-09-2025,Delhi,Ev Scooter,Rain,10.5,52,81,155,2,29,Late,9,Sunday
ORD14221,24-12-2025,Bangalore,Ev Scooter,Traffic,1.2,14,15,12,5,1,Late,12,Wednesday
ORD14222,14-09-2025,Delhi,Petrol Bike,Rain,9,46,61,90,4,15,Late,9,Sunday
ORD14223,14-09-2025,Mumbai,Ev Scooter,Clear,1.8,17,16,18,5,-1,Early,9,Sunday
ORD14224,14-09-2025,Bangalore,Ev Scooter,Rain,7,38,72,120,2,34,Late,9,Sunday
ORD14225,25-10-2025,Bangalore,Ev Scooter,Rain,5.9,33,67,109,1,34,Late,10,Saturday
ORD14226,25-10-2025,Bangalore,Ev Scooter,Rain,5.2,30,68,102,1,38,Late,10,Saturday
ORD14227,25-10-2025,Mumbai,Ev Scooter,Clear,9.1,46,66,141,1,20,Late,10,Saturday
ORD14228,25-10-2025,Bangalore,Petrol Bike,Traffic,6.1,34,35,61,4,1,Late,10,Saturday
ORD14229,25-10-2025,Bangalore,Petrol Bike,Traffic,14.1,66,92,191,2,26,Late,10,Saturday
ORD14230,25-10-2025,Mumbai,Petrol Bike,Clear,5.5,32,40,55,4,8,Late,10,Saturday
ORD14231,25-10-2025,Bangalore,Petrol Bike,Clear,2.4,19,14,24,5,-5,Early,10,Saturday
ORD14232,25-10-2025,Mumbai,Petrol Bike,Traffic,14.4,67,97,194,1,30,Late,10,Saturday
ORD14233,25-10-2025,Bangalore,Bicycle,Traffic,4.1,26,26,41,5,0,On-Time,10,Saturday
ORD14234,25-10-2025,Delhi,Bicycle,Rain,1.4,15,15,14,4,0,On-Time,10,Saturday
ORD14235,22-01-2026,Mumbai,Bicycle,Rain,4.7,28,35,47,4,7,Late,1,Thursday
ORD14236,22-01-2026,Bangalore,Petrol Bike,Traffic,4.7,28,38,47,4,10,Late,1,Thursday
ORD14237,24-11-2025,Delhi,Bicycle,Rain,11.2,54,79,162,1,25,Late,11,Monday
ORD14238,24-11-2025,Delhi,Bicycle,Clear,7.1,38,44,71,5,6,Late,11,Monday
ORD14239,24-11-2025,Bangalore,Ev Scooter,Rain,14.9,69,107,199,1,38,Late,11,Monday
ORD14240,24-11-2025,Delhi,Ev Scooter,Clear,2.1,18,26,21,4,8,Late,11,Monday
ORD14241,24-11-2025,Bangalore,Petrol Bike,Clear,4.9,29,34,49,4,5,Late,11,Monday
ORD14242,24-11-2025,Bangalore,Ev Scooter,Rain,9.6,48,79,146,2,31,Late,11,Monday
ORD14243,14-10-2025,Delhi,Petrol Bike,Rain,1.2,14,18,12,4,4,Late,10,Tuesday
ORD14244,14-10-2025,Mumbai,Ev Scooter,Traffic,8.7,44,64,137,2,20,Late,10,Tuesday
ORD14245,14-10-2025,Mumbai,Ev Scooter,Traffic,6.2,34,43,62,5,9,Late,10,Tuesday
ORD14246,14-10-2025,Bangalore,Bicycle,Traffic,2.3,19,27,23,5,8,Late,10,Tuesday
ORD14247,17-01-2026,Delhi,Bicycle,Rain,6.3,35,40,63,5,5,Late,1,Saturday
ORD14248,17-01-2026,Delhi,Petrol Bike,Rain,13.4,63,91,184,2,28,Late,1,Saturday
ORD14249,17-01-2026,Mumbai,Ev Scooter,Rain,8,42,63,130,1,21,Late,1,Saturday
ORD14250,06-10-2025,Mumbai,Petrol Bike,Rain,14.9,69,96,199,2,27,Late,10,Monday
ORD14251,06-10-2025,Mumbai,Petrol Bike,Traffic,3.8,25,35,38,5,10,Late,10,Monday
ORD14252,06-10-2025,Delhi,Bicycle,Traffic,13.2,62,80,182,1,18,Late,10,Monday
ORD14253,06-10-2025,Delhi,Ev Scooter,Rain,3.8,25,53,88,2.836847947,28,Late,10,Monday
ORD14254,26-09-2025,Mumbai,Petrol Bike,Traffic,4.4,27,37,44,4,10,Late,9,Friday
ORD14255,26-09-2025,Bangalore,Ev Scooter,Clear,12.6,60,79,176,2,19,Late,9,Friday
ORD14256,26-09-2025,Bangalore,Bicycle,Traffic,8.2,42,60,132,2,18,Late,9,Friday
ORD14257,26-09-2025,Bangalore,Bicycle,Rain,14.9,69,63,199,1,-6,Early,9,Friday
ORD14258,26-09-2025,Mumbai,Ev Scooter,Clear,8.5,44,66,135,1,22,Late,9,Friday
ORD14259,24-10-2025,Bangalore,Ev Scooter,Rain,11.3,55,90,163,1,35,Late,10,Friday
ORD14260,24-10-2025,Bangalore,Petrol Bike,Rain,11.6,56,72,166,1,16,Late,10,Friday
ORD14261,24-10-2025,Mumbai,Petrol Bike,Rain,6.7,36,33,67,4,-3,Early,10,Friday
ORD14262,24-10-2025,Bangalore,Ev Scooter,Rain,1.1,14,58,61,2,44,Late,10,Friday
ORD14263,24-10-2025,Bangalore,Ev Scooter,Rain,13.4,63,93,184,1,30,Late,10,Friday
ORD14264,24-10-2025,Delhi,Bicycle,Rain,1.4,15,14,14,5,-1,Early,10,Friday
ORD14265,30-01-2026,Bangalore,Bicycle,Rain,11.3,55,84,163,1,29,Late,1,Friday
ORD14266,30-01-2026,Delhi,Petrol Bike,Rain,10.5,52,81,155,2,29,Late,1,Friday
ORD14267,30-01-2026,Delhi,Petrol Bike,Rain,4.6,28,36,46,5,8,Late,1,Friday
ORD14268,21-11-2025,Bangalore,Bicycle,Traffic,5.2,30,35,52,4,5,Late,11,Friday
ORD14269,21-11-2025,Mumbai,Petrol Bike,Rain,2.1,18,16,21,5,-2,Early,11,Friday
ORD14270,05-02-2026,Mumbai,Petrol Bike,Rain,11.5,56,85,165,2,29,Late,2,Thursday
ORD14271,30-09-2025,Bangalore,Ev Scooter,Rain,12.9,61,102,179,1,41,Late,9,Tuesday
ORD14272,30-09-2025,Delhi,Petrol Bike,Rain,1.6,16,20,16,5,4,Late,9,Tuesday
ORD14273,20-02-2026,Mumbai,Ev Scooter,Rain,4.3,27,66,93,2,39,Late,2,Friday
ORD14274,05-12-2025,Bangalore,Bicycle,Rain,13.8,65,86,188,2,21,Late,12,Friday
ORD14275,05-12-2025,Bangalore,Ev Scooter,Clear,8.4,43,66,134,2,23,Late,12,Friday
ORD14276,05-12-2025,Delhi,Bicycle,Clear,8.4,43,61,134,2,18,Late,12,Friday
ORD14277,05-12-2025,Bangalore,Ev Scooter,Clear,6.8,37,38,68,5,1,Late,12,Friday
ORD14278,21-10-2025,Mumbai,Bicycle,Traffic,11,54,83,160,1,29,Late,10,Tuesday
ORD14279,21-10-2025,Bangalore,Petrol Bike,Rain,4.9,29,30,49,4,1,Late,10,Tuesday
ORD14280,21-10-2025,Delhi,Petrol Bike,Rain,2.6,20,21,26,2.836847947,1,Late,10,Tuesday
ORD14281,21-10-2025,Bangalore,Petrol Bike,Rain,7.7,40,42,77,5,2,Late,10,Tuesday
ORD14282,21-10-2025,Mumbai,Bicycle,Traffic,14.1,66,83,191,1,17,Late,10,Tuesday
ORD14283,16-02-2026,Delhi,Ev Scooter,Rain,5.1,30,69,101,2,39,Late,2,Monday
ORD14284,16-02-2026,Delhi,Bicycle,Rain,2.2,18,27,22,4,9,Late,2,Monday
ORD14285,16-02-2026,Mumbai,Ev Scooter,Clear,6.2,34,38,62,5,4,Late,2,Monday
ORD14286,16-02-2026,Bangalore,Ev Scooter,Traffic,2.9,21,31,29,2.836847947,10,Late,2,Monday
ORD14287,16-02-2026,Bangalore,Petrol Bike,Rain,4.3,27,37,43,5,10,Late,2,Monday
ORD14288,16-02-2026,Bangalore,Bicycle,Rain,12.2,58,84,172,1,26,Late,2,Monday
ORD14289,28-09-2025,Delhi,Ev Scooter,Rain,3.7,24,50,87,1,26,Late,9,Sunday
ORD14290,28-09-2025,Mumbai,Ev Scooter,Rain,7.9,67,110,194,1,43,Late,9,Sunday
ORD14291,28-09-2025,Mumbai,Bicycle,Rain,8.8,45,65,138,1,20,Late,9,Sunday
ORD14292,28-09-2025,Delhi,Bicycle,Rain,7.9,41,43,79,4,2,Late,9,Sunday
ORD14293,28-09-2025,Bangalore,Ev Scooter,Traffic,5.7,32,38,57,5,6,Late,9,Sunday
ORD14294,22-12-2025,Bangalore,Petrol Bike,Traffic,7.3,39,46,73,5,7,Late,12,Monday
ORD14295,22-12-2025,Delhi,Petrol Bike,Clear,4.9,29,35,49,4,6,Late,12,Monday
ORD14296,22-12-2025,Bangalore,Bicycle,Traffic,4.7,28,27,47,4,-1,Early,12,Monday
ORD14297,22-12-2025,Delhi,Petrol Bike,Clear,10.7,52,73,157,2,21,Late,12,Monday
ORD14298,22-12-2025,Bangalore,Petrol Bike,Traffic,12.8,61,83,178,2,22,Late,12,Monday
ORD14299,22-12-2025,Delhi,Petrol Bike,Rain,12.4,59,63,174,2,4,Late,12,Monday
ORD14300,22-12-2025,Bangalore,Bicycle,Traffic,12.7,60,75,127,5,15,Late,12,Monday
ORD14301,22-12-2025,Delhi,Ev Scooter,Traffic,4.7,28,31,47,5,3,Late,12,Monday
ORD14302,02-01-2026,Bangalore,Bicycle,Rain,13.9,65,81,189,1,16,Late,1,Friday
ORD14303,02-01-2026,Mumbai,Petrol Bike,Traffic,13.4,63,88,184,2,25,Late,1,Friday
ORD14304,02-01-2026,Mumbai,Ev Scooter,Rain,4.3,27,71,93,1,44,Late,1,Friday
ORD14305,02-01-2026,Delhi,Bicycle,Rain,6.2,34,32,62,4,-2,Early,1,Friday
ORD14306,02-01-2026,Bangalore,Bicycle,Rain,7.5,40,40,75,4,0,On-Time,1,Friday
ORD14307,02-01-2026,Bangalore,Bicycle,Traffic,3.7,24,21,37,5,-3,Early,1,Friday
ORD14308,02-01-2026,Bangalore,Bicycle,Rain,6.3,35,37,63,5,2,Late,1,Friday
ORD14309,02-01-2026,Mumbai,Ev Scooter,Rain,2,18,39,70,1,21,Late,1,Friday
ORD14310,27-10-2025,Delhi,Bicycle,Rain,1.6,16,13,16,4,-3,Early,10,Monday
ORD14311,03-01-2026,Mumbai,Ev Scooter,Rain,6.8,37,71,118,2,34,Late,1,Saturday
ORD14312,03-01-2026,Bangalore,Petrol Bike,Rain,7.9,39,39,73,2.836847947,0,On-Time,1,Saturday
ORD14313,03-01-2026,Delhi,Petrol Bike,Traffic,5.1,30,25,51,4,-5,Early,1,Saturday
ORD14314,03-01-2026,Delhi,Petrol Bike,Traffic,11.4,55,72,164,1,17,Late,1,Saturday
ORD14315,03-01-2026,Bangalore,Ev Scooter,Traffic,1.9,17,12,19,4,-5,Early,1,Saturday
ORD14316,03-01-2026,Delhi,Ev Scooter,Clear,5.5,32,28,55,4,-4,Early,1,Saturday
ORD14317,03-01-2026,Mumbai,Ev Scooter,Rain,11.2,54,63,162,2,9,Late,1,Saturday
ORD14318,03-01-2026,Bangalore,Ev Scooter,Rain,9.6,48,70,146,2,22,Late,1,Saturday
ORD14319,03-01-2026,Bangalore,Ev Scooter,Traffic,4.6,28,27,46,5,-1,Early,1,Saturday
ORD14320,03-01-2026,Bangalore,Ev Scooter,Traffic,1.3,15,14,13,5,-1,Early,1,Saturday
ORD14321,03-01-2026,Bangalore,Bicycle,Rain,13.9,65,85,189,1,20,Late,1,Saturday
ORD14322,03-01-2026,Bangalore,Petrol Bike,Traffic,14.3,67,63,193,2,-4,Early,1,Saturday
ORD14323,03-01-2026,Bangalore,Petrol Bike,Rain,4.2,26,35,42,5,9,Late,1,Saturday
ORD14324,03-01-2026,Bangalore,Ev Scooter,Rain,1.2,14,36,62,2.836847947,22,Late,1,Saturday
ORD14325,03-01-2026,Mumbai,Bicycle,Traffic,4.9,29,29,49,4,0,On-Time,1,Saturday
ORD14326,16-09-2025,Delhi,Petrol Bike,Traffic,4.2,26,33,42,5,7,Late,9,Tuesday
ORD14327,09-02-2026,Delhi,Bicycle,Traffic,14.2,66,90,192,1,24,Late,2,Monday
ORD14328,09-02-2026,Bangalore,Bicycle,Rain,13.1,62,87,181,2,25,Late,2,Monday
ORD14329,09-02-2026,Bangalore,Ev Scooter,Traffic,2.6,20,21,26,4,1,Late,2,Monday
ORD14330,09-02-2026,Bangalore,Ev Scooter,Traffic,11.7,56,84,167,2,28,Late,2,Monday
ORD14331,09-02-2026,Bangalore,Petrol Bike,Rain,5.8,33,36,58,4,3,Late,2,Monday
ORD14332,09-02-2026,Bangalore,Petrol Bike,Traffic,5.6,32,36,56,4,4,Late,2,Monday
ORD14333,09-02-2026,Bangalore,Bicycle,Rain,4.1,26,33,41,4,7,Late,2,Monday
ORD14334,09-02-2026,Delhi,Petrol Bike,Rain,5.2,30,29,52,4,-1,Early,2,Monday
ORD14335,01-09-2025,Bangalore,Bicycle,Traffic,9.9,49,66,149,2,17,Late,9,Monday
ORD14336,03-09-2025,Bangalore,Ev Scooter,Clear,14,66,92,190,2,26,Late,9,Wednesday
ORD14337,30-11-2025,Bangalore,Ev Scooter,Clear,2.6,20,29,26,2.836847947,9,Late,11,Sunday
ORD14338,06-12-2025,Mumbai,Petrol Bike,Rain,1.3,15,24,13,4,9,Late,12,Saturday
ORD14339,17-09-2025,Mumbai,Bicycle,Clear,1.9,17,20,19,4,3,Late,9,Wednesday
ORD14340,17-09-2025,Bangalore,Petrol Bike,Rain,3,22,30,30,4,8,Late,9,Wednesday
ORD14341,17-09-2025,Delhi,Petrol Bike,Traffic,11.3,55,73,163,1,18,Late,9,Wednesday
ORD14342,17-09-2025,Delhi,Petrol Bike,Clear,4.9,29,32,49,5,3,Late,9,Wednesday
ORD14343,30-01-2026,Delhi,Petrol Bike,Rain,11.2,54,72,162,1,18,Late,1,Friday
ORD14344,30-01-2026,Bangalore,Bicycle,Rain,10.7,52,77,157,2,25,Late,1,Friday
ORD14345,06-11-2025,Delhi,Bicycle,Rain,7.8,41,46,78,5,5,Late,11,Thursday
ORD14346,06-11-2025,Mumbai,Petrol Bike,Rain,3.6,24,28,36,4,4,Late,11,Thursday
ORD14347,09-10-2025,Bangalore,Ev Scooter,Rain,9.9,49,88,149,2,39,Late,10,Thursday
ORD14348,09-10-2025,Mumbai,Bicycle,Clear,11.1,54,83,161,2,29,Late,10,Thursday
ORD14349,09-10-2025,Delhi,Ev Scooter,Rain,8.9,45,90,139,2.836847947,44,Late,10,Thursday
ORD14350,09-10-2025,Delhi,Petrol Bike,Rain,9.3,47,67,143,1,20,Late,10,Thursday
ORD14351,09-10-2025,Bangalore,Ev Scooter,Rain,3.2,22,53,82,1,31,Late,10,Thursday
ORD14352,30-09-2025,Bangalore,Ev Scooter,Traffic,4.3,27,28,43,4,1,Late,9,Tuesday
ORD14353,09-02-2026,Bangalore,Ev Scooter,Rain,7,38,67,120,2.836847947,29,Late,2,Monday
ORD14354,09-02-2026,Delhi,Bicycle,Rain,5.9,33,30,59,5,-3,Early,2,Monday
ORD14355,09-02-2026,Bangalore,Bicycle,Traffic,4,26,34,40,4,8,Late,2,Monday
ORD14356,10-10-2025,Mumbai,Bicycle,Rain,14.1,66,94,191,2,28,Late,10,Friday
ORD14357,10-10-2025,Bangalore,Ev Scooter,Rain,4.1,26,67,91,2,41,Late,10,Friday
ORD14358,30-11-2025,Mumbai,Petrol Bike,Clear,10.6,52,71,156,2,19,Late,11,Sunday
ORD14359,10-11-2025,Mumbai,Petrol Bike,Rain,7.9,25,22,39,5,-3,Early,11,Monday
ORD14360,10-11-2025,Bangalore,Ev Scooter,Clear,6.5,36,31,65,5,-5,Early,11,Monday
ORD14361,10-11-2025,Mumbai,Petrol Bike,Rain,3,22,19,30,4,-3,Early,11,Monday
ORD14362,10-11-2025,Bangalore,Bicycle,Traffic,2.1,18,22,21,5,4,Late,11,Monday
ORD14363,08-09-2025,Delhi,Petrol Bike,Rain,12.4,59,88,174,2,29,Late,9,Monday
ORD14364,08-09-2025,Delhi,Petrol Bike,Clear,8,42,40,80,4,-2,Early,9,Monday
ORD14365,08-09-2025,Bangalore,Ev Scooter,Rain,7.4,39,70,124,2,31,Late,9,Monday
ORD14366,15-09-2025,Delhi,Petrol Bike,Clear,7.4,39,46,74,5,7,Late,9,Monday
ORD14367,15-09-2025,Bangalore,Bicycle,Rain,7,38,34,70,5,-4,Early,9,Monday
ORD14368,24-10-2025,Delhi,Petrol Bike,Traffic,7.9,29,27,48,4,-2,Early,10,Friday
ORD14369,06-11-2025,Mumbai,Bicycle,Rain,7.9,42,63,132,2.836847947,21,Late,11,Thursday
ORD14370,06-11-2025,Delhi,Ev Scooter,Clear,13.6,64,94,186,1,30,Late,11,Thursday
ORD14371,06-11-2025,Bangalore,Petrol Bike,Clear,8.9,45,67,139,2,22,Late,11,Thursday
ORD14372,06-11-2025,Bangalore,Bicycle,Clear,7.5,40,46,75,4,6,Late,11,Thursday
ORD14373,06-11-2025,Delhi,Petrol Bike,Rain,2.8,21,20,28,5,-1,Early,11,Thursday
ORD14374,28-10-2025,Bangalore,Petrol Bike,Traffic,5.7,32,29,57,4,-3,Early,10,Tuesday
ORD14375,28-10-2025,Mumbai,Ev Scooter,Clear,4.4,27,26,44,5,-1,Early,10,Tuesday
ORD14376,28-10-2025,Bangalore,Petrol Bike,Rain,14.3,67,95,193,1,28,Late,10,Tuesday
ORD14377,28-10-2025,Bangalore,Ev Scooter,Traffic,4,26,24,40,5,-2,Early,10,Tuesday
ORD14378,15-12-2025,Bangalore,Bicycle,Rain,7.9,30,32,50,4,2,Late,12,Monday
ORD14379,15-12-2025,Mumbai,Petrol Bike,Traffic,5.6,32,36,56,5,4,Late,12,Monday
ORD14380,07-10-2025,Delhi,Petrol Bike,Rain,9.6,48,68,146,2,20,Late,10,Tuesday
ORD14381,07-10-2025,Bangalore,Ev Scooter,Rain,1.8,17,61,68,2,44,Late,10,Tuesday
ORD14382,07-10-2025,Delhi,Petrol Bike,Rain,10.7,52,80,157,2,28,Late,10,Tuesday
ORD14383,04-01-2026,Bangalore,Ev Scooter,Rain,5.8,33,60,108,1,27,Late,1,Sunday
ORD14384,04-01-2026,Delhi,Petrol Bike,Rain,9.6,48,77,146,2,29,Late,1,Sunday
ORD14385,04-01-2026,Delhi,Petrol Bike,Clear,13.1,62,84,181,2,22,Late,1,Sunday
ORD14386,25-09-2025,Delhi,Bicycle,Rain,3.8,25,35,38,4,10,Late,9,Thursday
ORD14387,25-09-2025,Bangalore,Bicycle,Rain,1.5,16,18,15,4,2,Late,9,Thursday
ORD14388,03-01-2026,Delhi,Ev Scooter,Clear,4,26,21,40,5,-5,Early,1,Saturday
ORD14389,03-01-2026,Mumbai,Bicycle,Traffic,11,54,83,160,2,29,Late,1,Saturday
ORD14390,03-01-2026,Mumbai,Bicycle,Rain,7.5,40,50,75,4,10,Late,1,Saturday
ORD14391,03-01-2026,Delhi,Bicycle,Clear,14,66,86,190,2.836847947,20,Late,1,Saturday
ORD14392,03-01-2026,Delhi,Bicycle,Rain,14.3,67,97,193,2,30,Late,1,Saturday
ORD14393,03-01-2026,Mumbai,Bicycle,Rain,3,22,17,30,2.836847947,-5,Early,1,Saturday
ORD14394,03-01-2026,Bangalore,Petrol Bike,Clear,2.4,19,19,24,5,0,On-Time,1,Saturday
ORD14395,28-10-2025,Bangalore,Bicycle,Rain,9.4,47,77,144,2,30,Late,10,Tuesday
ORD14396,28-10-2025,Delhi,Bicycle,Rain,11.6,56,86,166,1,30,Late,10,Tuesday
ORD14397,28-10-2025,Bangalore,Bicycle,Traffic,6.8,37,44,68,4,7,Late,10,Tuesday
ORD14398,28-10-2025,Bangalore,Bicycle,Rain,14.8,69,87,198,1,18,Late,10,Tuesday
ORD14399,28-10-2025,Mumbai,Bicycle,Rain,4.4,27,24,44,2.836847947,-3,Early,10,Tuesday
ORD14400,28-10-2025,Bangalore,Ev Scooter,Clear,13.1,62,85,181,1,23,Late,10,Tuesday
ORD14401,28-10-2025,Delhi,Petrol Bike,Rain,4,26,27,40,2.836847947,1,Late,10,Tuesday
ORD14402,22-12-2025,Mumbai,Bicycle,Traffic,13.2,62,89,182,2,27,Late,12,Monday
ORD14403,22-12-2025,Delhi,Petrol Bike,Rain,14.5,68,88,195,2,20,Late,12,Monday
ORD14404,22-12-2025,Bangalore,Bicycle,Rain,13.5,64,94,185,2,30,Late,12,Monday
ORD14405,21-09-2025,Bangalore,Bicycle,Clear,10.3,51,74,153,2,23,Late,9,Sunday
ORD14406,21-11-2025,Mumbai,Petrol Bike,Rain,7.7,40,43,77,5,3,Late,11,Friday
ORD14407,21-11-2025,Mumbai,Petrol Bike,Rain,12.7,60,81,177,2,21,Late,11,Friday
ORD14408,28-12-2025,Bangalore,Bicycle,Rain,13,62,79,180,2.836847947,17,Late,12,Sunday
ORD14409,28-12-2025,Bangalore,Ev Scooter,Rain,10.1,50,88,151,2,38,Late,12,Sunday
ORD14410,28-12-2025,Bangalore,Ev Scooter,Clear,10.8,53,68,108,4,15,Late,12,Sunday
ORD14411,28-12-2025,Bangalore,Bicycle,Rain,11.3,55,72,163,2,17,Late,12,Sunday
ORD14412,28-12-2025,Mumbai,Petrol Bike,Rain,9.4,47,68,144,1,21,Late,12,Sunday
ORD14413,28-12-2025,Bangalore,Bicycle,Rain,7.6,40,46,76,5,6,Late,12,Sunday
ORD14414,28-12-2025,Delhi,Bicycle,Traffic,7.9,63,63,184,2,0,On-Time,12,Sunday
ORD14415,08-01-2026,Bangalore,Ev Scooter,Rain,5.8,33,67,108,1,34,Late,1,Thursday
ORD14416,08-01-2026,Bangalore,Bicycle,Clear,9,46,71,140,2,25,Late,1,Thursday
ORD14417,24-01-2026,Mumbai,Petrol Bike,Rain,3,22,25,30,4,3,Late,1,Saturday
ORD14418,24-01-2026,Bangalore,Petrol Bike,Clear,1.9,17,16,19,5,-1,Early,1,Saturday
ORD14419,24-01-2026,Mumbai,Bicycle,Traffic,9.6,48,70,146,1,22,Late,1,Saturday
ORD14420,22-10-2025,Bangalore,Bicycle,Rain,8.4,43,71,134,2,28,Late,10,Wednesday
ORD14421,22-10-2025,Bangalore,Petrol Bike,Rain,8.8,45,73,138,2,28,Late,10,Wednesday
ORD14422,22-10-2025,Mumbai,Bicycle,Rain,7.7,40,50,77,4,10,Late,10,Wednesday
ORD14423,22-10-2025,Mumbai,Petrol Bike,Traffic,1.4,15,16,14,4,1,Late,10,Wednesday
ORD14424,22-10-2025,Bangalore,Bicycle,Traffic,7.5,40,39,75,4,-1,Early,10,Wednesday
ORD14425,22-10-2025,Mumbai,Bicycle,Traffic,12.3,59,87,173,1,28,Late,10,Wednesday
ORD14426,22-10-2025,Mumbai,Ev Scooter,Rain,10.1,50,84,151,1,34,Late,10,Wednesday
ORD14427,22-10-2025,Bangalore,Bicycle,Traffic,3.2,22,25,32,4,3,Late,10,Wednesday
ORD14428,22-10-2025,Mumbai,Ev Scooter,Traffic,5.9,33,36,59,5,3,Late,10,Wednesday
ORD14429,22-10-2025,Bangalore,Petrol Bike,Rain,14.2,66,96,192,1,30,Late,10,Wednesday
ORD14430,22-10-2025,Delhi,Bicycle,Rain,1.5,16,25,15,5,9,Late,10,Wednesday
ORD14431,22-10-2025,Delhi,Ev Scooter,Clear,9.1,46,74,141,1,28,Late,10,Wednesday
ORD14432,22-10-2025,Bangalore,Bicycle,Clear,14,66,83,190,2,17,Late,10,Wednesday
ORD14433,22-10-2025,Mumbai,Petrol Bike,Rain,4.8,29,33,48,5,4,Late,10,Wednesday
